CustomerID,Name,Age,Salary,Email,Purchase_Amount
176,Customer_176,68.0,28716.0,user176@email.com,1255
177,Customer_177,39.0,90316.0,user177@email.com,1927
178,Customer_178,45.0,22368.0,user178@email.com,3241
179,Customer_179,19.0,97575.0,user179@email.com,3586
180,Customer_180,59.0,26655.0,user180@email.com,1910
181,Customer_181,62.0,90031.0,user181@email.com,3023
182,Customer_182,23.0,96429.0,user182@email.com,2314
183,Customer_183,45.0,75766.0,user183@email.com,4286
184,Customer_184,45.0,33403.0,user184@email.com,813
185,Customer_185,61.0,52097.0,user185@email.com,3702
186,Customer_186,61.0,98657.0,user186@email.com,4234
187,Customer_187,37.0,30966.0,user187@email.com,3622
188,Customer_188,47.0,72921.0,user188@email.com,4368
189,Customer_189,28.0,69726.0,user189@email.com,4848
190,Customer_190,45.0,70300.0,user190@email.com,4949
191,Customer_191,42.0,42677.0,user191@email.com,1343
192,Customer_192,56.0,75609.0,user192@email.com,3809
193,Customer_193,50.0,76661.0,user193@email.com,1181
194,Customer_194,18.0,51024.0,user194@email.com,555
195,Customer_195,44.0,90313.0,user195@email.com,994
196,Customer_196,69.0,73006.0,user196@email.com,1484
197,Customer_197,30.0,35338.0,user197@email.com,2058
198,Customer_198,58.0,88027.0,user198@email.com,3172
199,Customer_199,20.0,39508.0,user199@email.com,2096
200,Customer_200,56.0,23051.0,user200@email.com,4385
1,Customer_1,56.0,78053.0,user1@email.com,104
2,Customer_2,69.0,41959.0,user2@email.com,4969
3,Customer_3,46.0,25530.0,user3@email.com,976
4,Customer_4,32.0,23748.0,user4@email.com,1091
5,Customer_5,60.0,33545.0,user5@email.com,4242
6,Customer_6,25.0,86199.0,user6@email.com,4464
7,Customer_7,38.0,54766.0,user7@email.com,4565
8,Customer_8,56.0,93530.0,user8@email.com,735
9,Customer_9,36.0,81087.0,user9@email.com,1793
10,Customer_10,40.0,88840.0,user10@email.com,1782
